batteryMilliWatts,batteryMilliAmps,isBatteryInFloat,batteryVoltage,samplePeriodMilliSec,kalman_soc,SoC_LibreSolar
-0.04379,-0.352,1,12.431,5.0,6.2774,10.0
-0.04265,-0.343,1,12.432,5.0,6.2512,10.0
-0.04297,-0.345,1,12.429,5.0,6.2295,10.0
-0.03798,-0.305,1,12.436,5.0,6.1801,10.0
-0.03757,-0.302,1,12.434,5.0,6.1358,10.0
-0.0377,-0.303,1,12.434,5.0,6.0983,10.0
-0.0373,-0.3,1,12.432,5.0,6.0645,10.0
-0.03746,-0.301,1,12.428,5.0,6.0355,10.0
-0.03763,-0.302,1,12.424,5.0,6.0107,10.0
-0.03773,-0.303,1,12.422,5.0,5.9893,10.0
-0.03671,-0.295,1,12.422,5.0,5.8793,10.0
-0.03735,-0.3,1,12.422,5.0,5.8709,10.0
-0.03775,-0.304,1,12.419,5.0,5.8639,10.0
-0.03666,-0.295,1,12.416,5.0,5.853,10.0
-0.03708,-0.298,1,12.413,5.0,5.8442,10.0
-0.03669,-0.295,1,12.412,5.0,5.8343,10.0
-0.03689,-0.297,1,12.405,5.0,5.8254,10.0
-0.03693,-0.297,1,12.405,5.0,5.8172,10.0
-0.03697,-0.298,1,12.402,5.0,5.8095,10.0
-0.03694,-0.297,1,12.402,5.0,5.8022,10.0
-0.03623,-0.292,1,12.399,5.0,5.7923,10.0
-0.03623,-0.292,1,12.399,5.0,5.7845,10.0
-0.03581,-0.288,1,12.393,5.0,5.775,10.0
-0.03709,-0.299,1,12.389,5.0,5.7707,10.0
-0.03669,-0.296,1,12.389,5.0,5.7653,10.0
-0.03658,-0.295,1,12.387,5.0,5.7597,10.0
-0.03663,-0.295,1,12.383,5.0,5.7543,10.0
-0.03693,-0.298,1,12.384,5.0,5.7504,10.0
-0.03603,-0.291,1,12.38,5.0,5.7429,10.0
-0.03606,-0.291,1,12.38,5.0,5.7362,10.0
-0.03646,-0.294,1,12.376,5.0,5.7312,10.0
-0.03681,-0.297,1,12.374,5.0,5.7275,10.0
-0.03646,-0.294,1,12.372,5.0,5.7226,10.0
-0.03597,-0.29,1,12.371,5.0,5.716,10.0
-0.04619,-0.374,1,12.345,5.0,5.687,10.0
-0.0652,-0.529,1,12.309,5.0,5.4058,10.0
-0.08354,-0.68,1,12.27,5.0,5.3805,10.0
-0.08349,-0.68,1,12.264,5.0,5.1187,10.0
-0.08296,-0.676,1,12.262,5.0,5.0021,10.0
-0.08254,-0.673,1,12.261,5.0,5.0712,10.0
-0.08181,-0.667,1,12.257,5.0,5.0185,10.0
-0.08145,-0.664,1,12.254,5.0,4.9912,10.0
-0.07678,-0.626,1,12.255,5.0,5.0033,10.0
-0.07735,-0.631,1,12.251,5.0,5.0114,10.0
-0.07698,-0.628,1,12.248,5.0,5.0058,10.0
-0.07646,-0.624,1,12.239,5.0,5.0039,10.0
-0.07669,-0.626,1,12.239,5.0,5.0007,10.0
-0.07466,-0.61,1,12.24,5.0,4.9891,10.0
-0.08377,-0.685,1,12.217,5.0,5.0065,10.0
-0.08368,-0.685,1,12.207,5.0,4.989,10.0
-0.0836,-0.685,1,12.203,5.0,4.9961,10.0
-0.07492,-0.613,1,12.214,5.0,4.9668,10.0
-0.08296,-0.68,1,12.194,5.0,4.9672,10.0
-0.07325,-0.6,1,12.204,5.0,4.9349,10.0
-0.08198,-0.672,1,12.189,5.0,4.9329,10.0
-0.08253,-0.677,1,12.18,5.0,4.9299,10.0
-0.08294,-0.681,1,12.175,5.0,4.9265,10.0
-0.07258,-0.595,1,12.188,5.0,4.8955,10.0
-0.08285,-0.681,1,12.165,5.0,4.8755,10.0
-0.07293,-0.598,1,12.175,5.0,4.8949,10.0
-0.08104,-0.666,1,12.161,5.0,4.8855,10.0
-0.08042,-0.661,1,12.157,5.0,4.8812,10.0
-0.08075,-0.664,1,12.145,5.0,4.8781,10.0
-0.07939,-0.653,1,12.142,5.0,4.8764,10.0
-0.07744,-0.637,1,12.14,5.0,4.8741,10.0
-0.01461,-0.119,1,12.249,5.0,4.2273,9.7
-0.01569,-0.127,1,12.284,5.0,3.7984,6.1
-0.01375,-0.111,1,12.288,5.0,3.4583,5.9
-0.01196,-0.097,1,12.289,5.0,2.8974,5.9
-0.00562,-0.045,1,12.401,5.0,2.7102,6.5
0.00543,0.043,1,12.392,5.0,2.471,6.5
0.00128,0.01,1,12.379,5.0,2.1153,6.5
-0.00526,-0.041,1,12.553,5.0,2.0867,6.8
-0.0033,-0.026,1,12.388,5.0,2.01,6.7
-0.13212,-1.058,1,12.476,5.0,1.9036,6.7
0.19228,1.483,1,12.961,5.0,1.7956,7.1
0.19074,1.455,1,13.109,5.0,1.7986,7.5
0.18697,1.428,1,13.09,5.0,1.8068,7.9
0.28578,2.213,1,12.91,5.0,1.8446,7.9
-0.07088,-0.569,1,12.443,5.0,1.8213,8.0
-0.06011,-0.484,1,12.416,5.0,1.7932,8.0
0.31649,2.393,1,13.223,5.0,1.811,8.3
0.38854,2.916,1,13.322,5.0,1.83,8.8
-0.01928,-0.152,1,12.686,5.0,1.857,9.1
-0.01222,-0.097,1,12.601,5.0,1.8579,8.8
0.16814,1.24,1,13.551,5.0,1.9235,8.5
0.33805,2.505,1,13.493,5.0,1.8894,8.8
0.33865,2.617,1,12.938,5.0,1.8718,8.9
0.02248,0.176,1,12.733,5.0,1.8858,9.0
-0.01985,-0.148,1,13.373,5.0,2.1181,8.8
0.02294,0.175,1,13.095,5.0,2.1928,9.7
0.4201,2.997,1,14.017,5.0,2.147,10.0
0.0978,0.748,1,13.071,5.0,2.1625,10.0
0.44207,3.147,2,14.044,5.0,2.1834,10.0
0.49426,3.621,2,13.647,5.0,2.2149,10.0
0.64499,4.665,1,13.825,5.0,2.2503,10.0
0.09563,0.727,1,13.148,5.0,2.3108,10.0
0.08858,0.673,1,13.158,5.0,2.3612,10.0
0.45711,3.209,2,14.241,5.0,2.3718,10.0
0.08683,0.659,2,13.175,5.0,2.4078,10.0
0.0369,0.262,2,14.065,5.0,3.3917,10.0
0.21037,1.461,2,14.395,5.0,3.5779,10.0
0.4115,2.873,2,14.322,5.0,3.7876,10.0
0.09351,0.704,2,13.267,5.0,3.7947,10.0
0.33715,2.354,2,14.317,5.0,3.8075,10.0
0.47337,3.305,2,14.322,5.0,3.8498,10.0
0.01318,0.091,2,14.434,5.0,4.27,10.0
0.21069,1.548,3,13.607,5.0,4.2739,10.0
0.05919,0.444,3,13.303,5.0,4.3018,10.0
0.22836,1.642,2,13.901,5.0,4.3138,10.0
0.25583,1.822,2,14.04,5.0,4.3255,10.0
0.13792,1.004,3,13.724,5.0,4.3521,10.0
0.06949,0.521,3,13.326,5.0,4.3578,10.0
0.06573,0.49,3,13.408,5.0,10.0,10.0
0.06438,0.482,3,13.334,5.0,10.0,10.0
0.05902,0.444,3,13.29,5.0,9.9965,10.0
0.13268,0.963,3,13.768,5.0,10.0,10.0
0.11552,0.855,3,13.502,5.0,10.0,10.0
0.06436,0.478,3,13.457,5.0,10.0,10.0
0.08194,0.609,3,13.449,5.0,10.0,10.0
0.0831,0.615,3,13.509,5.0,10.0,10.0
0.07,0.52,3,13.442,5.0,10.0,10.0
0.09504,0.689,3,13.779,5.0,10.0,10.0
0.08587,0.625,3,13.729,5.0,10.0,10.0
0.0814,0.591,3,13.758,5.0,10.0,10.0
0.04314,0.321,3,13.431,5.0,10.0,10.0
0.0507,0.378,3,13.407,5.0,10.0,10.0
0.0451,0.337,3,13.367,5.0,10.0,10.0
0.0701,0.515,3,13.6,5.0,10.0,10.0
0.06601,0.481,3,13.701,5.0,10.0,10.0
0.04213,0.313,3,13.443,5.0,10.0,10.0
0.04868,0.362,3,13.446,5.0,10.0,10.0
0.06216,0.453,3,13.712,5.0,10.0,10.0
0.05378,0.391,3,13.735,5.0,10.0,10.0
0.05816,0.419,3,13.858,5.0,10.0,10.0
0.04671,0.34,3,13.703,5.0,10.0,10.0
0.03539,0.258,3,13.703,5.0,10.0,10.0
0.044,0.319,3,13.785,5.0,10.0,10.0
0.04038,0.293,3,13.757,5.0,10.0,10.0
0.03332,0.242,3,13.762,5.0,10.0,10.0
0.03021,0.219,3,13.779,5.0,10.0,10.0
0.02842,0.207,3,13.71,5.0,10.0,10.0
0.0322,0.234,3,13.744,5.0,10.0,10.0
0.03177,0.23,3,13.758,5.0,10.0,10.0
0.03169,0.23,3,13.727,5.0,10.0,10.0
0.02983,0.217,3,13.709,5.0,10.0,10.0
0.03,0.218,3,13.748,5.0,10.0,10.0
0.02854,0.208,3,13.716,5.0,10.0,10.0
0.02876,0.208,3,13.792,5.0,10.0,10.0
0.02709,0.196,3,13.792,5.0,10.0,10.0
0.04035,0.292,3,13.819,5.0,10.0,10.0
0.01166,0.086,3,13.445,5.0,10.0,10.0
0.00056,0.004,3,13.172,5.0,9.9926,10.0
-0.00273,-0.02,3,13.072,5.0,9.9875,10.0
0.05861,0.446,3,13.119,5.0,9.9899,10.0
0.00361,0.027,3,13.158,5.0,9.9919,10.0
0.009,0.068,3,13.161,5.0,9.9921,10.0
0.01156,0.083,3,13.866,5.0,10.0,10.0
-0.00133,-0.009,3,13.333,5.0,10.0,10.0
-0.01673,-0.125,3,13.307,5.0,9.9996,10.0
-0.00851,-0.063,3,13.33,5.0,10.0,10.0
-0.01475,-0.113,3,12.996,5.0,9.9836,10.0
-0.00329,-0.025,3,12.992,5.0,9.9834,10.0
0.00417,0.031,3,13.076,5.0,9.9877,10.0
0.0218,0.16,3,13.58,5.0,10.0,10.0
0.01733,0.127,3,13.577,5.0,10.0,10.0
0.00795,0.059,3,13.339,5.0,10.0,10.0
0.00941,0.07,3,13.436,5.0,10.0,10.0
0.08983,0.632,3,14.197,5.0,10.0,10.0
0.01913,0.138,3,13.842,5.0,10.0,10.0
0.00988,0.073,3,13.371,5.0,10.0,10.0
0.08443,0.606,3,13.923,5.0,10.0,10.0
0.0757,0.548,3,13.811,5.0,10.0,10.0
0.00996,0.072,3,13.654,5.0,10.0,10.0
0.02471,0.181,3,13.615,5.0,10.0,10.0
0.0165,0.122,3,13.511,5.0,10.0,10.0
-0.00526,-0.04,3,13.081,5.0,9.9879,10.0
-0.02281,-0.177,3,12.886,5.0,9.9779,10.0
-0.01528,-0.118,3,12.89,5.0,9.9781,9.9
-0.00952,-0.073,3,12.894,5.0,9.9783,9.9
-0.00461,-0.035,3,12.911,5.0,9.9792,9.9
-0.00986,-0.076,3,12.89,5.0,9.9781,9.9
-0.01894,-0.145,1,13.002,5.0,9.832,10.0
-0.02081,-0.162,1,12.829,5.0,9.7214,9.7
-0.02301,-0.179,1,12.804,5.0,9.6834,9.4
-0.0248,-0.192,1,12.852,5.0,9.7136,9.9
0.02125,0.164,1,12.926,5.0,9.145,9.6
0.02655,0.201,1,13.168,5.0,8.7079,10.0
0.03091,0.231,2,13.329,5.0,8.3696,10.0
0.03285,0.24,2,13.667,5.0,8.1716,10.0
0.02756,0.198,2,13.901,5.0,8.0896,10.0
-0.08143,-0.561,2,14.501,5.0,9.3233,10.0
0.0175,0.129,2,13.542,5.0,9.2165,10.0
0.01646,0.121,2,13.504,5.0,9.1149,10.0
-0.09404,-0.717,1,13.102,5.0,9.1993,10.0
0.01243,0.093,2,13.308,5.0,9.0641,10.0
0.01172,0.088,2,13.304,5.0,8.9425,10.0
0.01038,0.078,2,13.239,5.0,8.5247,10.0
0.00935,0.07,2,13.194,5.0,8.4236,10.0
0.0073,0.055,1,13.179,5.0,8.0533,10.0
0.00584,0.044,1,13.123,5.0,7.9747,10.0
0.00482,0.036,2,13.128,5.0,7.6458,10.0
0.0036,0.027,2,13.083,5.0,7.5852,10.0
0.00278,0.021,2,13.049,5.0,7.5223,10.0
0.00185,0.014,2,13.009,5.0,7.4543,10.0
0.00033,0.002,2,12.987,5.0,7.1217,10.0
0.00036,0.002,2,12.966,5.0,7.0672,10.0
0.00053,0.004,2,12.96,5.0,7.0134,10.0
0.00083,0.006,2,12.957,5.0,6.959,10.0
-4e-05,0.0,2,12.951,5.0,6.6787,10.0
0.0004,0.003,2,12.944,5.0,6.6383,10.0
0.00053,0.004,2,12.941,5.0,6.5969,10.0
3e-05,0.0,2,12.937,5.0,6.5563,10.0
0.00123,0.009,2,12.932,5.0,6.5142,10.0
6e-05,0.0,2,12.928,5.0,6.4719,10.0
-0.06333,-0.499,2,12.683,5.0,6.4257,10.0
-0.03994,-0.314,2,12.714,5.0,6.3341,9.8
-0.04652,-0.366,2,12.697,5.0,6.3541,9.8
-0.05762,-0.454,2,12.683,5.0,6.3525,9.8
-0.05039,-0.397,2,12.682,5.0,6.3572,9.8
-0.05196,-0.409,2,12.684,5.0,6.3577,9.8
-0.05156,-0.406,2,12.679,5.0,6.3573,9.8
-0.05806,-0.458,2,12.663,5.0,6.3537,9.8
-0.05806,-0.458,2,12.663,5.0,6.3505,9.8
-0.06811,-0.539,2,12.629,5.0,6.3437,9.8
-0.06971,-0.552,2,12.625,5.0,6.3381,9.8
-0.0696,-0.551,2,12.626,5.0,6.3339,9.8
-0.0612,-0.484,2,12.637,5.0,6.3302,9.8
-0.06124,-0.484,2,12.634,5.0,6.3264,9.8
-0.05094,-0.402,2,12.653,5.0,6.3169,9.8
-0.05157,-0.407,2,12.65,5.0,6.3086,9.8
-0.05029,-0.397,2,12.649,5.0,6.2997,9.8
-0.05594,-0.442,2,12.63,5.0,6.2957,9.8
-0.06643,-0.527,2,12.606,5.0,6.293,9.8
-0.06645,-0.527,2,12.601,5.0,6.2905,9.8
-0.0662,-0.525,2,12.6,5.0,6.288,9.8
-0.06815,-0.541,2,12.59,5.0,6.2853,9.8
-0.06454,-0.512,2,12.593,5.0,6.2818,9.8
-0.0782,-0.622,2,12.564,5.0,6.2768,9.8
-0.08022,-0.639,2,12.552,5.0,6.2723,9.8
-0.04863,-0.385,2,12.62,5.0,6.2473,9.8
-0.03836,-0.303,2,12.64,5.0,6.2044,9.8
-0.06082,-0.483,2,12.586,5.0,6.1987,9.8
-0.06116,-0.485,2,12.585,5.0,6.1945,9.8
-0.0552,-0.438,2,12.59,5.0,6.1856,9.8
-0.05384,-0.427,2,12.587,5.0,6.1759,9.8
-0.05531,-0.439,2,12.582,5.0,6.1687,9.8
-0.05518,-0.438,2,12.576,5.0,6.1617,9.8
-0.05515,-0.438,2,12.578,5.0,6.1556,9.8
-0.05529,-0.439,2,12.575,5.0,6.15,9.8
-0.055,-0.437,2,12.568,5.0,6.1441,9.8
-0.05592,-0.444,2,12.568,5.0,6.1396,9.8
-0.05461,-0.434,2,12.565,5.0,6.134,9.8
-0.0551,-0.438,2,12.56,5.0,6.129,9.8
-0.0538,-0.428,2,12.557,5.0,6.1228,9.8
-0.05539,-0.441,2,12.551,5.0,6.1183,9.8
-0.05466,-0.435,2,12.55,5.0,6.1134,9.8
-0.05519,-0.439,2,12.545,5.0,6.109,9.8
-0.05484,-0.437,2,12.545,5.0,6.1045,9.8
-0.05647,-0.45,2,12.54,5.0,6.1012,9.8
-0.05435,-0.433,2,12.536,5.0,6.0969,9.8
-0.05432,-0.433,2,12.535,5.0,6.0928,9.8
-0.06213,-0.496,2,12.513,5.0,6.0898,9.8
-0.05489,-0.438,2,12.528,5.0,6.0851,9.8
-0.05519,-0.44,2,12.528,5.0,6.081,9.8
-0.0548,-0.437,2,12.52,5.0,6.0762,9.8
-0.0546,-0.436,2,12.518,5.0,6.0714,9.8
-0.05439,-0.434,2,12.516,5.0,6.0665,9.8
-0.05422,-0.433,2,12.511,5.0,6.0614,9.8
-0.05364,-0.428,2,12.511,5.0,6.0561,9.8
-0.05413,-0.432,2,12.511,5.0,6.0518,9.8
-0.05381,-0.43,2,12.504,5.0,6.0469,9.8
-0.05359,-0.428,2,12.502,5.0,6.042,9.8
-0.05358,-0.428,2,12.495,5.0,6.0369,9.8
-0.05334,-0.426,2,12.495,5.0,6.0319,9.8
-0.05376,-0.43,2,12.492,5.0,6.0275,9.8
-0.05344,-0.427,2,12.491,5.0,6.023,9.8
-0.05308,-0.425,2,12.489,5.0,6.0182,9.8
-0.05241,-0.419,2,12.482,5.0,6.0124,9.8
-0.05244,-0.42,2,12.481,5.0,6.0071,9.8
-0.0601,-0.482,2,12.465,5.0,6.0033,9.8
-0.053,-0.424,2,12.477,5.0,5.9977,9.8
-0.05229,-0.419,2,12.476,5.0,5.978,9.8
-0.05241,-0.42,2,12.472,5.0,5.9603,9.8
-0.05292,-0.424,2,12.471,5.0,5.9485,9.8
-0.05244,-0.42,2,12.464,5.0,5.933,9.8
-0.05979,-0.48,2,12.449,5.0,5.9411,9.8
-0.05998,-0.481,2,12.446,5.0,5.9458,9.8
-0.05326,-0.427,2,12.458,5.0,5.9323,9.8
-0.05203,-0.417,2,12.457,5.0,5.9156,9.8
-0.0517,-0.415,2,12.452,5.0,5.8992,9.8
-0.05086,-0.408,2,12.45,5.0,5.911,9.8
-0.05158,-0.414,2,12.445,5.0,5.8948,9.8
-0.05104,-0.41,2,12.444,5.0,5.9026,9.8
-0.05815,-0.467,2,12.426,5.0,5.883,9.8
-0.0509,-0.409,2,12.436,5.0,5.8883,9.8
-0.05075,-0.408,2,12.435,5.0,5.8911,9.8
-0.0582,-0.468,2,12.417,5.0,5.8787,9.8
-0.0587,-0.472,2,12.412,5.0,5.8696,9.8
-0.05882,-0.474,2,12.407,5.0,5.8634,9.8
-0.06994,-0.564,2,12.387,5.0,5.8239,9.8
-0.0594,-0.479,2,12.398,5.0,5.8217,9.8
-0.05856,-0.472,2,12.396,5.0,5.8192,9.8
-0.06997,-0.565,1,12.369,5.0,5.8013,9.8
-0.05931,-0.478,1,12.387,5.0,5.7975,9.8
-0.05975,-0.482,1,12.387,5.0,5.794,9.8
-0.06843,-0.553,1,12.366,5.0,5.7848,9.8
-0.0588,-0.475,1,12.377,5.0,5.7781,9.8
-0.05958,-0.481,1,12.373,5.0,5.7729,9.8
-0.05886,-0.475,1,12.37,5.0,5.7669,9.8
-0.05878,-0.475,1,12.367,5.0,5.7611,9.8
-0.06814,-0.551,1,12.347,5.0,5.7538,9.8
-0.06788,-0.549,1,12.355,5.0,5.7485,9.8
-0.0586,-0.474,1,12.352,5.0,5.7373,9.8
-0.06835,-0.553,1,12.337,5.0,5.7324,9.8
-0.06842,-0.555,1,12.328,5.0,5.7285,9.8
-0.06888,-0.558,1,12.325,5.0,5.7248,9.8
-0.06788,-0.55,1,12.321,5.0,5.7214,9.8
-0.06786,-0.55,1,12.317,5.0,5.7179,9.8
-0.06748,-0.548,1,12.312,5.0,5.7141,9.8
-0.06719,-0.545,1,12.31,5.0,5.7101,9.8
-0.06741,-0.547,1,12.304,5.0,5.7061,9.8
-0.06683,-0.543,1,12.3,5.0,5.7015,9.8
-0.06628,-0.539,1,12.292,5.0,5.6969,9.8
-0.06634,-0.539,1,12.29,5.0,5.6925,9.8
-0.06643,-0.54,1,12.29,5.0,5.6884,9.8
-0.0663,-0.539,1,12.284,5.0,5.684,9.8
-0.06679,-0.543,1,12.281,5.0,5.6801,9.8
-0.06657,-0.542,1,12.274,5.0,5.6757,9.8
-0.06624,-0.539,1,12.273,5.0,5.6712,9.8
-0.06588,-0.536,1,12.268,5.0,5.6662,9.8
-0.066,-0.538,1,12.267,5.0,5.6616,9.8
-0.04025,-0.326,1,12.314,5.0,5.5126,9.8
-0.04163,-0.338,1,12.31,5.0,5.405,9.8
-0.04078,-0.331,1,12.306,5.0,5.1744,9.8
-0.04127,-0.335,1,12.303,5.0,5.1222,9.8
-0.04042,-0.328,1,12.298,5.0,5.0717,9.8
-0.04096,-0.333,1,12.295,5.0,5.0352,9.8
-0.04076,-0.331,1,12.288,5.0,5.002,9.8
-0.0408,-0.332,1,12.288,5.0,4.9743,9.8
-0.04023,-0.327,1,12.287,5.0,4.8837,9.8
-0.06221,-0.508,1,12.24,5.0,4.8282,9.8
-0.06303,-0.515,1,12.234,5.0,4.7951,9.8
-0.06734,-0.55,1,12.228,5.0,4.7545,9.8
-0.05389,-0.44,1,12.239,5.0,4.7507,9.8
-0.06289,-0.514,1,12.222,5.0,4.7413,9.8
-0.06307,-0.516,1,12.217,5.0,4.7348,9.8
-0.06303,-0.516,1,12.214,5.0,4.7301,9.8
-0.06367,-0.521,1,12.212,5.0,4.7257,9.8
-0.06225,-0.509,1,12.21,5.0,4.7226,9.8
-0.06201,-0.507,1,12.208,5.0,4.7195,9.8
-0.06422,-0.526,1,12.206,5.0,4.716,9.8
-0.05957,-0.488,1,12.204,5.0,4.7104,9.8
-0.0433,-0.353,1,12.235,5.0,4.6434,9.8
-0.02866,-0.233,1,12.265,5.0,4.4719,9.4
-0.02749,-0.224,1,12.271,5.0,4.1677,9.4
-0.00272,-0.022,1,12.337,5.0,3.8376,8.2
-0.00181,-0.014,1,12.364,5.0,3.6161,6.5
0.01306,0.104,1,12.497,5.0,3.4279,7.3
0.01496,0.119,1,12.55,5.0,3.2315,7.6
0.01503,0.119,1,12.535,5.0,3.1748,7.5
0.02103,0.167,1,12.557,5.0,3.1293,7.5
0.09462,0.735,1,12.858,5.0,3.0822,7.7
0.04019,0.315,1,12.727,5.0,3.0869,7.9
0.04558,0.357,1,12.733,5.0,3.0879,7.9
0.05099,0.399,1,12.765,5.0,3.0906,7.9
-0.00186,-0.013,1,13.416,5.0,3.32,8.4
0.42742,3.177,1,13.452,5.0,3.3702,8.9
0.23985,1.767,1,13.572,5.0,3.4081,9.6
0.48376,3.539,1,13.666,5.0,3.3933,10.0
0.38356,2.831,1,13.545,5.0,3.4149,10.0
0.08272,0.635,1,13.017,5.0,3.5444,10.0
0.38753,2.791,1,13.884,5.0,3.5108,10.0
0.09431,0.719,2,13.1,5.0,3.5384,10.0
0.09931,0.759,2,13.073,5.0,3.5544,10.0
0.10601,0.808,2,13.11,5.0,3.5676,10.0
0.55831,4.034,2,13.837,5.0,3.649,10.0
0.1179,0.894,2,13.182,5.0,3.699,10.0
0.12363,0.936,2,13.201,5.0,3.7323,10.0
0.43641,3.159,1,13.812,5.0,3.7585,10.0
0.02458,0.187,1,13.12,5.0,3.8558,10.0
0.32378,2.295,2,14.103,5.0,3.8775,10.0
0.45406,3.147,2,14.426,5.0,3.9001,10.0
-0.08376,-0.642,1,13.045,5.0,4.0981,10.0
0.02518,0.176,1,14.286,5.0,4.4965,10.0
0.06106,0.46,2,13.248,5.0,4.5995,10.0
0.06754,0.508,3,13.29,5.0,4.6141,10.0
-0.05745,-0.447,1,12.844,5.0,4.6579,10.0
0.03941,0.305,1,12.923,5.0,4.6332,9.9
2.53637,17.655,2,14.365,5.0,4.8353,10.0
0.09143,0.689,3,13.263,5.0,4.895,10.0
0.18999,1.403,3,13.537,5.0,5.1112,10.0
-0.0455,-0.346,3,13.152,5.0,10.0,10.0
0.15826,1.168,3,13.541,5.0,10.0,10.0
0.12639,0.933,3,13.542,5.0,10.0,10.0
0.18955,1.383,3,13.696,5.0,10.0,10.0
0.10809,0.799,3,13.525,5.0,10.0,10.0
0.18716,1.381,3,13.55,5.0,10.0,10.0
0.0875,0.641,3,13.647,5.0,10.0,10.0
0.13575,0.987,3,13.745,5.0,10.0,10.0
0.13221,0.959,3,13.781,5.0,10.0,10.0
0.1318,0.955,3,13.799,5.0,10.0,10.0
0.12868,0.937,3,13.726,5.0,10.0,10.0
0.05842,0.437,3,13.35,5.0,10.0,10.0
0.07101,0.525,3,13.523,5.0,10.0,10.0
0.06894,0.501,3,13.758,5.0,10.0,10.0
0.08503,0.619,3,13.734,5.0,10.0,10.0
0.04099,0.303,3,13.515,5.0,10.0,10.0
0.09028,0.657,3,13.732,5.0,10.0,10.0
0.05392,0.401,3,13.418,5.0,10.0,10.0
0.07944,0.577,3,13.767,5.0,10.0,10.0
0.07212,0.523,3,13.778,5.0,10.0,10.0
0.04864,0.361,3,13.45,5.0,10.0,10.0
0.07484,0.547,3,13.678,5.0,10.0,10.0
0.055,0.401,3,13.71,5.0,10.0,10.0
0.05869,0.426,3,13.767,5.0,10.0,10.0
0.053,0.385,3,13.755,5.0,10.0,10.0
0.05094,0.37,3,13.742,5.0,10.0,10.0
0.04533,0.329,3,13.772,5.0,10.0,10.0
0.04801,0.35,3,13.7,5.0,10.0,10.0
0.04634,0.337,3,13.717,5.0,10.0,10.0
0.05165,0.374,3,13.779,5.0,10.0,10.0
0.04363,0.318,3,13.703,5.0,10.0,10.0
0.04512,0.327,3,13.797,5.0,10.0,10.0
0.03745,0.272,3,13.729,5.0,10.0,10.0
0.02824,0.204,3,13.793,5.0,10.0,10.0
0.02572,0.187,3,13.734,5.0,10.0,10.0
0.03508,0.254,3,13.799,5.0,10.0,10.0
0.03071,0.223,3,13.713,5.0,10.0,10.0
0.0309,0.225,3,13.705,5.0,10.0,10.0
0.03133,0.227,3,13.788,5.0,10.0,10.0
0.02985,0.216,3,13.776,5.0,10.0,10.0
0.02744,0.199,3,13.766,5.0,10.0,10.0
0.02506,0.182,3,13.751,5.0,10.0,10.0
0.02652,0.193,3,13.725,5.0,10.0,10.0
0.02579,0.189,3,13.637,5.0,10.0,10.0
0.02474,0.181,3,13.617,5.0,10.0,10.0
0.02579,0.186,3,13.796,5.0,10.0,10.0
0.0246,0.178,3,13.795,5.0,10.0,10.0
0.02386,0.172,3,13.798,5.0,10.0,10.0
0.02191,0.158,3,13.795,5.0,10.0,10.0
0.02229,0.16,3,13.848,5.0,10.0,10.0
0.01091,0.079,3,13.727,5.0,10.0,10.0
0.01076,0.078,3,13.767,5.0,10.0,10.0
0.01198,0.087,3,13.739,5.0,10.0,10.0
0.01126,0.082,3,13.732,5.0,10.0,10.0
0.0106,0.077,3,13.755,5.0,10.0,10.0
0.01019,0.074,3,13.758,5.0,10.0,10.0
0.00866,0.063,3,13.749,5.0,10.0,10.0
0.00825,0.059,3,13.778,5.0,10.0,10.0
0.01157,0.084,3,13.713,5.0,10.0,10.0
0.00856,0.062,3,13.711,5.0,10.0,10.0
0.01143,0.083,3,13.72,5.0,10.0,10.0
0.01716,0.125,3,13.713,5.0,10.0,10.0
0.01619,0.118,3,13.702,5.0,10.0,10.0
0.01769,0.129,3,13.707,5.0,10.0,10.0
0.01946,0.141,3,13.785,5.0,10.0,10.0
0.01857,0.134,3,13.783,5.0,10.0,10.0
0.01829,0.132,3,13.789,5.0,10.0,10.0
0.01606,0.117,3,13.707,5.0,10.0,10.0
0.01413,0.102,3,13.727,5.0,10.0,10.0
0.01059,0.077,3,13.751,5.0,10.0,10.0
0.01508,0.109,3,13.716,5.0,10.0,10.0
0.01619,0.118,3,13.71,5.0,10.0,10.0
0.01706,0.124,3,13.712,5.0,10.0,10.0
0.01806,0.131,3,13.745,5.0,10.0,10.0
0.01736,0.125,3,13.791,5.0,10.0,10.0
0.01712,0.124,3,13.794,5.0,10.0,10.0
0.01615,0.117,3,13.788,5.0,10.0,10.0
0.01597,0.115,3,13.781,5.0,10.0,10.0
0.01506,0.109,3,13.719,5.0,10.0,10.0
0.01374,0.1,3,13.71,5.0,10.0,10.0
0.01496,0.109,3,13.706,5.0,10.0,10.0
0.01542,0.112,3,13.717,5.0,10.0,10.0
0.01464,0.107,3,13.62,5.0,10.0,10.0
0.00964,0.072,3,13.348,5.0,10.0,10.0
0.00849,0.063,3,13.281,5.0,10.0,10.0
0.00658,0.049,3,13.235,5.0,10.0,10.0
0.0065,0.049,3,13.193,5.0,10.0,10.0
0.00596,0.045,3,13.17,5.0,10.0,10.0
0.00514,0.039,1,13.157,5.0,10.0,10.0
0.00589,0.044,1,13.152,5.0,10.0,10.0
0.00525,0.039,2,13.166,5.0,10.0,10.0
0.00515,0.038,2,13.231,5.0,10.0,10.0
0.00515,0.039,2,13.199,5.0,10.0,10.0
-0.11904,-0.918,2,12.955,5.0,10.0,10.0
0.00468,0.035,2,13.116,5.0,10.0,10.0
